khach_cmt,rating,shop_phan_hoi,shop,dvvc,sản phẩm
nhưng mà giao hàng rất lâu,4,cảm ơn anh chị vinh1532003 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,1,0
áo màu trắng không được trắng lắm.màu bị cũ,4,cảm ơn anh chị thanhtu27061995 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,1
vải đẹp nhưng bị thiếu khuy 1 bộ shop không trả lời tin nhắn,4,cảm ơn anh chị thaohuongnguyen0987 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,1,0,1
đường máy xấu,4,,0,0,1
"chất liệu được, form rộng lắm cổ áo đằng trước lại là chỗ may nối ? củ chuối không thể tả , nói chung nhìn kĩ không giống 100% ảnh mẫu tiền nào của nấy",4,,0,0,1
shop giao 2 bộ đồ vừa nhưng nón thì 1 cái quá nhỏ 1 cái quá lớn,4,,0,0,1
"giá thì rẻ nên không đòi hỏi nhiều được . mình mua bộ màu đỏ định cho con mặc noel nhưng giặt thì ra màu quá . chắc ráng cho con mặc 1 lần rồi bỏ thôi , trẻ nhỏ mặc vải ra màu không tốt lắm . mom nào mua cho con mặc mua màu trắng để hạn chế ra màu vậy .",4,,0,0,1
hình ảnh mang tính chất mình hoạ,4,,0,0,0
bộ đỏ giặt đi giặt lại vẫn bị ra sợi vải,4,,0,0,1
ảnh video để đánh giá lấy xu áo thì vừa mà quần nhỏ quá vải thì ok nói chung là được chỉ có cái là quần nhỏ quá thôi.,4,,0,0,2
"vải mềm mịn mát hợp với da bé. mua 3 bộ, 2 bộ rất đẹp rất hài lòng, nhưng 1 bộ màu xám quần bé có dấu chỉ tháo ra may lại nên bị rách 2 lỗ, hy vọng shop kiểm tra hàng trước khi giao cho khách.",4,,1,0,1
chất lượng hàng thì khá là ok phù hợp với giá tiền. giao hàng hơi chậm.,4,,0,1,1
hàng thì vải được. thun co giãn nên mặc dễ chịu. chỉ có shop gửi hàng quá lâu nên mình trừ 1 sao.,4,,0,1,1
"chất thích nhưng form nhỏ, ngắn, đóng gói cẩn thận, shop không nhiệt tình đổi size",4,,0,0,1
"cùng 1 size mà 2 áo bằng nhau, 2 quần lại chênh nhau khá nhiều. 1 quần ghi size 3, 1 quần không ghi gì. vải đẹp nên cho 4*",4,,0,0,2
"đóng gói chắc chắn, chất vải tạm được nhưng với giá này thì chấp nhận được",4,,0,0,2
"chất vải khá mềm và mát, phù hợp với giá tiền, giao hàng hơi lâu",4,,0,1,1
giao nhầm cả 2 bộ đặt 1 kiểu giao 1 kiểu. nhưng vì chất cũng được vì giá như này không yêu cầu cao,4,,1,0,0
đã nhận được hàng. ship hơi lâu. mua 3 bộ mặc được 1 bộ. 2 bộ ghi zise dành cho bé 16 kí mà mặc không vừa chặt đũng ngắn .các mẹ mua cho con lưu ý. thôi vẫn cho shop 5*,4,,0,1,1
"shop giao đúng màu đúng size, nhưng hơi rộng tí so với cân. đường may cũng không chắc chắn lắm. vải cũng mềm mát. mặc mùa thu thì hợp.",4,,1,0,1
"áo hơi mỏng, size hơi bé",4,,0,0,1
"áo vừa nhưng quần hơi nhỏ, mẹ nào mua nên nhích thêm 1 size để con mặc bỉm thoải mái",4,,0,0,1
sản phẩm tốt . shipper không thân thiện giao hàng rồi còn cãi với khách hàng. mong shop đánh giá shipper,4,,0,1,0
vải mỏng,4,,0,0,2
chỉ thừa nhiều vải mịn mát giao hàng nhanh,4,,0,1,2
"mình mua dịp flash sale. 200k/3 bộ cảm giác chất bình thường, bộ màu xanh vải rất cứng, nếu mặc cho bé sơ sinh thì không ổn. mong shop cải thiện chất lượng",4,cảm ơn anh chị pinkjojojo1603 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,1
hàng giao lâu mua 2 bộ size 1 và size 2 mà 2 bộ bằng nhau chắc gắng size cho vui bù lại thì chất vải cũng được giá phù hợp,4,cảm ơn anh chị t*1 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,1,1
chất cũng bình thường ! mỏng chứ không dày ! co dãn cũng bình thường !,4,cảm ơn anh chị khoahongson đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,1
"áo chất mỏng hơn mong đợi, hơi thất vọng",4,cảm ơn anh chị bongshop.58 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,1
"chất vải tạm được bộ vàng chất tạm áo bé hơn so với quần,",4,cảm ơn anh chị s5ux3m6_3u đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,2
hình ảnh mang tính chất minh họa. giá so với vải vậy là ổn. màu không giống hình lắm,4,cảm ơn anh chị wxs6nz99sr đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,1
"vải chất đẹp nhưng nút bấm quá ẩu, chưa mặc lần nào đã bị bung rồi",4,cảm ơn anh chị trangpham7788 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,1
"bộ len gân chất ok, hơi mỏng xíu",4,cảm ơn anh chị t*0 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,2
"giao hàng nhanh, chất đẹp",4,cảm ơn anh chị kieuoanhmechip đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,1,1
"chất vải là loại len tăm co dãn thoải mái .cúc là cúc bấm dựt mạnh hoặc là tháo nhiều lần sẽ bị bong cúc ra là hỏng luôn,đặt 2 size size 3 mặc rộng cổ bị tễ .mọi người cân nhắc khi mua",4,cảm ơn anh chị q*2 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,1
chất liệu phù hợp với giá,4,cảm ơn anh chị thaobao1410 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,1
chất hơi cứng,4,cảm ơn anh chị phamhuongquynh86 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,2
"mỏng hơn so với mong đợi, tạm ổn",4,cảm ơn anh chị nhatsam1105 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,2
vải thì được nhưng cổ áo may hơi rộng,4,cảm ơn anh chị i*_ đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,1
"thật lòng cảm thấy vải không đẹp, có lẽ mình không mua loại này nữa, vải hơi cứng và chất thun không mịn",4,“cám ơn bạn đã ủng hộ và dành thời gian đánh giá sản phẩm. hy vọng binie shop lại có dịp tiếp đón bạn những lần sau 😊 chúc bạn và gia đình thật nhiều sức khoẻ và may mắn trong cuộc sống nhé!” 💌,0,0,1
"shop giao hàng nhanh, đủ và đúng màu đúng size, hình trên quần áo dễ thương, nhưng mình hơi bị thất vọng vải mỏng quá, vải này không biết giặt máy thì được bao lâu ",4,"trong phần thông tin sản phẩm, shop em có nêu rõ chi tiết về chất liệu là vải coton “mềm mịn, mỏng mát, thấm hút mồ hôi tốt” cho bé cả ngày hoạt động, vui chơi,…mà vẫn thoải mái. dòng sản phẩm này shop em đã bán trên 2 năm và con em cũng đang mặc hàng ngày, chị giặt máy bình thường, không phải lo bị dão, ra màu hay bong tróc đâu… chị yên tâm sử dụng ạ 😊 để shop em phục vụ tốt hơn, đơn hàng sau chị có thể ib trước để nhân viên tư vấn về sản phẩm phù hợp hơn với nhu cầu của chị nhé. chân thành cám ơn chị đã ủng hộ shop. chúc chị cùng gia đình nhiều sức khỏe, niềm vui và may mắn trong cuộc sống ♥️",0,1,1
ổn,4,,0,0,1
chất vải không đẹp lắm,4,“cám ơn bạn đã ủng hộ và dành thời gian đánh giá sản phẩm. hy vọng binie shop lại có dịp tiếp đón bạn những lần sau 😊 chúc bạn và gia đình thật nhiều sức khoẻ và may mắn trong cuộc sống nhé!” 💌,0,0,1
"áo màu đỏ ra màu nhiều nên khi cac mom mua nên cân nhắc, bàn chải cho bé thì cứng quá, đồ chơi thì không hài lòng cho lắm",4,,0,0,1
chất áo nilon pha chán lắm. Nói chung tầm tiền như này cũng không mong đợi nhiều. tiền nào chất lượng như vậy thôi. ,4,,0,0,1
"áo chất nóng, màu sắc mặt trong và ngoài khác nhau giống được nhuộm",4,,0,0,1
không biết là áo bị rách sẵn hay do bận chuyển. mua mấy lần rồi nhưng lần này áo bị rách.thôi có 1k nên cũng không đòi hỏi gì.,4,,0,0,1
"hàng y hình giá rẻ nên thế thôi không đòi hỏi gì hơn, chất không thấm nước, chỉ may không lại mũi bị tuột chỉ ngay lần đầu mặc",4,,0,0,2
giao hàng nhanh nhận được sản quá thất vọng như cái giẻ lau,4,,0,1,1
"có cái chất ok, có cái chất nóng chất lượng sản phẩm tuyệt vời, đóng gói cẩn thận, giao hàng nhanh",4,,0,1,1
"giá rẻ nên thế thôi không đòi hỏi gì hơn, chỉ may ẩu tuột chỉ ngay lần đầu mặc chất tạm được",4,,0,0,1
nhìn ảnh và video thì mọi có thể biết chất liệu như thế nào rồi đấy săn sale 1k nên không đòi hỏi thêm ,4,,0,0,2
"sản phẩm y hình,tuy vải hơi khô bé mình 11.5kg bận vừa y mom nào đặt nhớ lấy lên 1 size",4,,0,0,2
"vải không hút mồ hôi, đường may xấu không đều vì mua deal 1k nên cũng không tiếc cho shop 4* thôi",4,,0,0,1
mua không cho được cây bao đựng. cuốn lại vô gói nhìn quê quê kiểu gì ấy. chán bớt 1 sao. ,4,,0,0,1
màu hồng khác ảnh trông choé và đậm hơn ảnh nhiều màu vàng xanh thì đẹp,4,,0,0,2
shop gọi điện báo nhầm và nay mới có thời gian sửa đánh giá giúp shop ạ,4,,1,0,0
nhìn ảnh thì hồng nhạt,4,,0,0,1
vải đẹp nhưng mình giặt lần đầu thấy hơi ra màu . . .,4,,0,0,1
giá rẻ nên chất vải cũng như giá. màu như hình. không ưng lắm. hihe,4,,0,0,1
chất vải rất thường không mát mua flash sale chứ bình thường không nên mua nhé,4,,0,0,1
áo này đường may thô quá vải cũng không đẹp cho lắm .,4,,0,0,1
quần này mặc mùa hè hơi nóng. giặt phai màu rất nhiều,4,,0,0,2
dịch nên giao hàng lâu quá. nhận được hàng thì cũng ưng vì tiền nào giá đó thôi ạ. màu hồng sặc sỡ quá thôi ạ,4,,0,1,1
"màu xanh thì vải mỏng, trắng thì dày dặn hơn, giá rẻ nên không đòi hỏi gì nhiều",4,,0,0,1
"hàng đẹp nha, nhưng mà chán bên vận chuyển lắm",4,,0,1,1
áo này thì chất không đẹp,4,,0,0,1
áo mỏng . mát . nhưng màu trắng hơi ố . tẩy quài không ra . tạm được vì rẻ,4,,0,0,1
"áo size từ 8-10kg mà bé mình 9kg, mặc nhỏ chút xíu, y như size áo s, hàng rẻ nhưng thất vọng vì size không đúng như mô tả",4,,0,0,1
